id,tweet,Entity,Label,Start,End
1257697813208674305,"Each week, I get hundreds of letters from people across the country. Folks share their hopes, ideas, struggles, and concerns — and I try to respond to as many as I can. We're going to share a few of them with you in our new series: Sincerely, Joe.https://medium.com/sincerely-joe/sincerely-joe-2d050269da1f …",Each week,DATE,0,9
1257697813208674305,"Each week, I get hundreds of letters from people across the country. Folks share their hopes, ideas, struggles, and concerns — and I try to respond to as many as I can. We're going to share a few of them with you in our new series: Sincerely, Joe.https://medium.com/sincerely-joe/sincerely-joe-2d050269da1f …",hundreds,CARDINAL,17,25
1257677680662765568,Thank you to all the: Firefighters Paramedics Police officers Doctors Nurses Medical support staff Grocery and retail workers Meatpackers Delivery drivers Transit workers And everyone else on the front lines of this fight. You truly are the heart and soul of this country.,Firefighters Paramedics Police,ORG,22,52
1257677680662765568,Thank you to all the: Firefighters Paramedics Police officers Doctors Nurses Medical support staff Grocery and retail workers Meatpackers Delivery drivers Transit workers And everyone else on the front lines of this fight. You truly are the heart and soul of this country.,Doctors Nurses Medical,ORG,62,84
1257677680662765568,Thank you to all the: Firefighters Paramedics Police officers Doctors Nurses Medical support staff Grocery and retail workers Meatpackers Delivery drivers Transit workers And everyone else on the front lines of this fight. You truly are the heart and soul of this country.,Grocery,ORG,99,106
1257677680662765568,Thank you to all the: Firefighters Paramedics Police officers Doctors Nurses Medical support staff Grocery and retail workers Meatpackers Delivery drivers Transit workers And everyone else on the front lines of this fight. You truly are the heart and soul of this country.,Meatpackers Delivery,ORG,126,146
1257424764097802240,"Today, I’m releasing a new plan to achieve equity for the African American community and take us one step closer to making America what it ought to be. Read more:https://medium.com/@JoeBiden/lift-every-voice-the-biden-plan-for-black-america-d546228da188 …",Today,DATE,0,5
1257424764097802240,"Today, I’m releasing a new plan to achieve equity for the African American community and take us one step closer to making America what it ought to be. Read more:https://medium.com/@JoeBiden/lift-every-voice-the-biden-plan-for-black-america-d546228da188 …",African American,NORP,58,74
1257424764097802240,"Today, I’m releasing a new plan to achieve equity for the African American community and take us one step closer to making America what it ought to be. Read more:https://medium.com/@JoeBiden/lift-every-voice-the-biden-plan-for-black-america-d546228da188 …",one,CARDINAL,97,100
1257424764097802240,"Today, I’m releasing a new plan to achieve equity for the African American community and take us one step closer to making America what it ought to be. Read more:https://medium.com/@JoeBiden/lift-every-voice-the-biden-plan-for-black-america-d546228da188 …",America,GPE,123,130
1257403121363415040,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press. Cry me a river, Mr. President.pic.twitter.com/MbSZJ0UMel",Over 1 million,CARDINAL,0,14
1257403121363415040,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press. Cry me a river, Mr. President.pic.twitter.com/MbSZJ0UMel","Almost 70,000",CARDINAL,34,47
1257403121363415040,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press. Cry me a river, Mr. President.pic.twitter.com/MbSZJ0UMel",Trump,PERSON,82,87
1257403121363415040,"Over 1 million cases of COVID-19. Almost 70,000 dead. What is upsetting President Trump? Tough questions from the press. Cry me a river, Mr. President.pic.twitter.com/MbSZJ0UMel",President.pic.twitter.com/MbSZJ0UMel,PERSON,141,177
1257312776780996608,I've always believed that we've been at our best when we've acted as one America. This crisis is an opportunity for us to be that nation again. There's not a single thing we cannot accomplish if we do it together.,America,GPE,73,80
1257097610135056390,"In times of crisis, the American people deserve a president who tells them the truth and takes responsibility. Donald Trump has not been that president.pic.twitter.com/QikZiHZeXX",American,NORP,24,32
1257097610135056390,"In times of crisis, the American people deserve a president who tells them the truth and takes responsibility. Donald Trump has not been that president.pic.twitter.com/QikZiHZeXX",Donald Trump,PERSON,111,123
1257077475605176326,"The hard truth is that it didn’t have to be this bad. The lack of preparation, the slow response on testing, the failure to administer the relief in the CARES Act appropriately — all of it stems from Donald Trump’s failures as president.https://www.usatoday.com/in-depth/news/nation/2020/04/21/coronavirus-updates-how-covid-19-unfolded-u-s-timeline/2990956001/ …",the CARES Act,LAW,149,162
1257077475605176326,"The hard truth is that it didn’t have to be this bad. The lack of preparation, the slow response on testing, the failure to administer the relief in the CARES Act appropriately — all of it stems from Donald Trump’s failures as president.https://www.usatoday.com/in-depth/news/nation/2020/04/21/coronavirus-updates-how-covid-19-unfolded-u-s-timeline/2990956001/ …",Donald Trump,PERSON,200,212
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",Sunday,DATE,5,11
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",night,TIME,12,17
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",Dolores Huerta,PERSON,51,65
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",John Leguizamo,PERSON,73,87
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",Hilda Solis,PERSON,99,110
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",TodosConBiden,MONEY,146,159
1257067640482226177,"This Sunday night, settle in and join labor leader Dolores Huerta, actor John Leguizamo, Secretary Hilda Solis, and Congresswoman Escobar for a # TodosConBiden discussion. Tune in now:https://www.pscp.tv/w/cX3lFzFvUEVMQkJiT2xyS2R8MURYeHllQWtvUVl4TX0oVvnqeCoh7TRYj3j3nNB7HdjsH6VQsWWTbOU_WaSX …",https://www.pscp.tv/,ORG,184,204
1257057343038033922,"The American people are strong, tough, brave, and big-hearted. We can and will overcome this — together.",American,NORP,4,12
1257038468699566089,"Donald Trump seems to think he can direct funding based on which politicians are nice to him, which states he’s trying to win in November, and which businesses he wants to enrich — all without any accountability. @ EWarren and I think that’s unacceptable.https://www.kansascity.com/opinion/article242350451.html …",Donald Trump,PERSON,0,12
1257038468699566089,"Donald Trump seems to think he can direct funding based on which politicians are nice to him, which states he’s trying to win in November, and which businesses he wants to enrich — all without any accountability. @ EWarren and I think that’s unacceptable.https://www.kansascity.com/opinion/article242350451.html …",November,DATE,129,137
1257038468699566089,"Donald Trump seems to think he can direct funding based on which politicians are nice to him, which states he’s trying to win in November, and which businesses he wants to enrich — all without any accountability. @ EWarren and I think that’s unacceptable.https://www.kansascity.com/opinion/article242350451.html …",EWarren,ORG,215,222
1257021763390767110,"This # WorldPressFreedomDay, support for an independent press at home and around the world matters more than ever. We must vote Trump out this November and assure that attacks on our free press are never again acceptable — especially not in the White House.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-world-press-freedom-day-b03dcc76e489 …",WorldPressFreedomDay,PERSON,7,27
1257021763390767110,"This # WorldPressFreedomDay, support for an independent press at home and around the world matters more than ever. We must vote Trump out this November and assure that attacks on our free press are never again acceptable — especially not in the White House.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-world-press-freedom-day-b03dcc76e489 …",Trump,PRODUCT,128,133
1257021763390767110,"This # WorldPressFreedomDay, support for an independent press at home and around the world matters more than ever. We must vote Trump out this November and assure that attacks on our free press are never again acceptable — especially not in the White House.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-on-world-press-freedom-day-b03dcc76e489 …",November,DATE,143,151
1257021762602184705,"Trump deflects legitimate questions with attacks. He bullies members of the press, instead of taking responsibility for his failures. His efforts to undermine public confidence in the integrity of reporting violate our core values and threaten our very system of government.",Trump,ORG,0,5
1257021761872449542,A free press is essential to a free society. That's why attacking the press and attempting to intimidate independent media is a standard part of the authoritarian playbook around the world. And it’s why Donald Trump’s efforts to demonize the media put us on such a dangerous path.,Donald Trump,PERSON,203,215
1256988891942252552,The U.S. Postal Service is an essential pillar of American life. We simply cannot let Donald Trump destroy it.https://www.newyorker.com/news/annals-of-communications/we-cant-afford-to-lose-the-postal-service …,The U.S. Postal Service,ORG,0,23
1256988891942252552,The U.S. Postal Service is an essential pillar of American life. We simply cannot let Donald Trump destroy it.https://www.newyorker.com/news/annals-of-communications/we-cant-afford-to-lose-the-postal-service …,American,NORP,50,58
1256988891942252552,The U.S. Postal Service is an essential pillar of American life. We simply cannot let Donald Trump destroy it.https://www.newyorker.com/news/annals-of-communications/we-cant-afford-to-lose-the-postal-service …,Donald Trump,PERSON,86,98
1256961717432733696,"Over the last few weeks, I worked with our supporters and staff to create a code for our campaign—the principles we’ll live by, reflecting the community we’ve built, the team we aspire to be, and some of my own ‘rules’ as well. I’m excited to share it: https://joe.link/2W04YRD pic.twitter.com/ulwQwEosTz",the last few weeks,DATE,5,23
1256727670554914818,This pandemic is bigger than any one individual or country. This moment requires all of us to come together — across the nation and around the world — to solve this crisis.,one,CARDINAL,33,36
1256698438831476737,"When I say Donald Trump is the most corrupt president in modern American history, this is what I'm talking about. Monty Bennett should return the tens of millions of dollars he received, and we should give it to the small businesses that need it.https://twitter.com/samstein/status/1253379115463385088 …",Donald Trump,PERSON,11,23
1256698438831476737,"When I say Donald Trump is the most corrupt president in modern American history, this is what I'm talking about. Monty Bennett should return the tens of millions of dollars he received, and we should give it to the small businesses that need it.https://twitter.com/samstein/status/1253379115463385088 …",American,NORP,64,72
1256698438831476737,"When I say Donald Trump is the most corrupt president in modern American history, this is what I'm talking about. Monty Bennett should return the tens of millions of dollars he received, and we should give it to the small businesses that need it.https://twitter.com/samstein/status/1253379115463385088 …",Monty Bennett,PERSON,114,127
1256698438831476737,"When I say Donald Trump is the most corrupt president in modern American history, this is what I'm talking about. Monty Bennett should return the tens of millions of dollars he received, and we should give it to the small businesses that need it.https://twitter.com/samstein/status/1253379115463385088 …",the tens of millions of dollars,MONEY,142,173
1256667024912244736,"We left a playbook. He ignored it. We created an office to prepare for pandemics. He gutted it. We had CDC officials in China to detect and contain outbreaks. He pulled them out. Trump can try and shift blame all he wants, but the fact is his actions left us unprepared.https://twitter.com/voxdotcom/status/1255950102335717379 …",CDC,ORG,103,106
1256667024912244736,"We left a playbook. He ignored it. We created an office to prepare for pandemics. He gutted it. We had CDC officials in China to detect and contain outbreaks. He pulled them out. Trump can try and shift blame all he wants, but the fact is his actions left us unprepared.https://twitter.com/voxdotcom/status/1255950102335717379 …",China,GPE,120,125
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,Puerto Rico,GPE,34,45
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,Mientras la,PERSON,79,90
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,enfrenta el impacto de este,PERSON,96,123
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,suceso,NORP,124,130
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,y la,PERSON,131,135
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,tenemos que,PERSON,158,169
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,que reciban,PERSON,182,193
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,los recursos,LOC,194,206
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,necesitan,GPE,227,236
1256653934837538816,Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,lo más,PERSON,254,260
1256653431705497601,"My heart and Jill's are with the people of Puerto Rico in the wake of another damaging earthquake. As the island grapples with both the impact of this earthquake and this pandemic, we need to ensure they get the resources and assistance needed to recover as soon as possible.",Jill,PERSON,13,17
1256653431705497601,"My heart and Jill's are with the people of Puerto Rico in the wake of another damaging earthquake. As the island grapples with both the impact of this earthquake and this pandemic, we need to ensure they get the resources and assistance needed to recover as soon as possible.",Puerto Rico,GPE,43,54
1256636638144446466,"To @ USWNT: don’t give up this fight. This is not over yet. To @ USSoccer: equal pay, now. Or else when I'm president, you can go elsewhere for World Cup funding.https://twitter.com/AndrewDasNYT/status/1256365761758744577 …",USWNT,ORG,5,10
1256636638144446466,"To @ USWNT: don’t give up this fight. This is not over yet. To @ USSoccer: equal pay, now. Or else when I'm president, you can go elsewhere for World Cup funding.https://twitter.com/AndrewDasNYT/status/1256365761758744577 …",USSoccer,ORG,65,73
1256636638144446466,"To @ USWNT: don’t give up this fight. This is not over yet. To @ USSoccer: equal pay, now. Or else when I'm president, you can go elsewhere for World Cup funding.https://twitter.com/AndrewDasNYT/status/1256365761758744577 …",World Cup,EVENT,144,153
1256598066800611329,"On March 6th, Donald Trump said: “Anybody that wants a test can get a test.” It was a lie then, and it's still not true nearly two months later. It's a disgrace, and it's slowing efforts to reopen safely. This administration needs to act immediately to surge testing nationwide.",March 6th,DATE,3,12
1256598066800611329,"On March 6th, Donald Trump said: “Anybody that wants a test can get a test.” It was a lie then, and it's still not true nearly two months later. It's a disgrace, and it's slowing efforts to reopen safely. This administration needs to act immediately to surge testing nationwide.",Donald Trump,PERSON,14,26
1256598066800611329,"On March 6th, Donald Trump said: “Anybody that wants a test can get a test.” It was a lie then, and it's still not true nearly two months later. It's a disgrace, and it's slowing efforts to reopen safely. This administration needs to act immediately to surge testing nationwide.",nearly two months later,DATE,120,143
1256373587784630278,"When we come together and act as one America, there's not a single thing we cannot accomplish.",America,GPE,37,44
1256306743585370112,"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division.https://twitter.com/realDonaldTrump/status/1256202305680158720 …",Donald Trump,PERSON,14,26
1256306743585370112,"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division.https://twitter.com/realDonaldTrump/status/1256202305680158720 …",Confederate,ORG,38,49
1256306743585370112,"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division.https://twitter.com/realDonaldTrump/status/1256202305680158720 …",America,GPE,148,155
1256306743585370112,"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division.https://twitter.com/realDonaldTrump/status/1256202305680158720 …",Whitmer,PERSON,209,216
1256306743585370112,"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division.https://twitter.com/realDonaldTrump/status/1256202305680158720 …",division.https://twitter.com/realDonaldTrump/status/1256202305680158720,CARDINAL,270,341
1256287268962254852,"As we mark the beginning of Asian Pacific American Heritage Month, @ DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",Asian,NORP,28,33
1256287268962254852,"As we mark the beginning of Asian Pacific American Heritage Month, @ DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",Pacific American,NORP,34,50
1256287268962254852,"As we mark the beginning of Asian Pacific American Heritage Month, @ DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",AANHPI,ORG,109,115
1256287268962254852,"As we mark the beginning of Asian Pacific American Heritage Month, @ DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",America,GPE,135,142
1256287268962254852,"As we mark the beginning of Asian Pacific American Heritage Month, @ DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",the month ahead,DATE,231,246
1256240712036712453,"This crisis isn't about you, Mr. President. It's about the American people.pic.twitter.com/3a4ppJ964Y",American,NORP,59,67
1256206136979738624,"We have lived long enough with a President who doesn’t think he is accountable to anyone, and takes responsibility for nothing. That’s not me. As a Presidential candidate, I’m accountable to the American people.https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-7a9593bd3012 …",American,NORP,195,203
1256025544346517504,We need more tests. Our front line workers need protective equipment. Americans need additional economic relief. Yet the Trump Administration is spending time and energy on President Trump's wasteful border wall. Unbelievable.https://www.politico.com/news/2020/04/28/pentagon-money-border-wall-216156 …,Americans,NORP,70,79
1256025544346517504,We need more tests. Our front line workers need protective equipment. Americans need additional economic relief. Yet the Trump Administration is spending time and energy on President Trump's wasteful border wall. Unbelievable.https://www.politico.com/news/2020/04/28/pentagon-money-border-wall-216156 …,the Trump Administration,ORG,117,141
1256025544346517504,We need more tests. Our front line workers need protective equipment. Americans need additional economic relief. Yet the Trump Administration is spending time and energy on President Trump's wasteful border wall. Unbelievable.https://www.politico.com/news/2020/04/28/pentagon-money-border-wall-216156 …,Trump,PERSON,183,188
1256010445745344512,"- More than 60,000 people in the U.S. have died - 30 million have filed for unemployment - At least 1 million have gotten sick Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.","More than 60,000",CARDINAL,2,18
1256010445745344512,"- More than 60,000 people in the U.S. have died - 30 million have filed for unemployment - At least 1 million have gotten sick Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.",U.S.,GPE,33,37
1256010445745344512,"- More than 60,000 people in the U.S. have died - 30 million have filed for unemployment - At least 1 million have gotten sick Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.",30 million,CARDINAL,50,60
1256010445745344512,"- More than 60,000 people in the U.S. have died - 30 million have filed for unemployment - At least 1 million have gotten sick Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.",At least 1 million,CARDINAL,91,109
1256010445745344512,"- More than 60,000 people in the U.S. have died - 30 million have filed for unemployment - At least 1 million have gotten sick Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.",Twitter,PERSON,154,161
1255988550522351620,"Instead of preparing our country to fight COVID-19, Donald Trump wasted months and promised it would miraculously go away by April. He was wrong. And we're all paying the price.pic.twitter.com/R0tDbI1WZr",Donald Trump,PERSON,52,64
1255988550522351620,"Instead of preparing our country to fight COVID-19, Donald Trump wasted months and promised it would miraculously go away by April. He was wrong. And we're all paying the price.pic.twitter.com/R0tDbI1WZr",months,DATE,72,78
1255988550522351620,"Instead of preparing our country to fight COVID-19, Donald Trump wasted months and promised it would miraculously go away by April. He was wrong. And we're all paying the price.pic.twitter.com/R0tDbI1WZr",April,DATE,125,130
1255962665903697920,An open and independent press is more important than ever in times like this. They deserve to be treated with respect — not belittled with schoolyard taunts from this president.https://twitter.com/realDonaldTrump/status/1255714490554953736 …,president.https://twitter.com/realDonaldTrump/status/1255714490554953736,CARDINAL,167,239
1255939345497849860,"Donald Trump either read his daily briefings and ignored the warnings, or didn't read them at all. Either way, it's a complete and unjustifiable dereliction of duty.https://twitter.com/PhilipRucker/status/1254889812219265026 …",Donald Trump,PERSON,0,12
1255939345497849860,"Donald Trump either read his daily briefings and ignored the warnings, or didn't read them at all. Either way, it's a complete and unjustifiable dereliction of duty.https://twitter.com/PhilipRucker/status/1254889812219265026 …",daily,DATE,29,34
1255927332768034819,I’ve been a big fan of Megan’s for years and can’t wait to join her this afternoon. You can watch our chat live at 2:45 PM ET: https://joe.link/2VRzEUZ https://twitter.com/mPinoe/status/1255656690969608193 …,Megan,GPE,23,28
1255927332768034819,I’ve been a big fan of Megan’s for years and can’t wait to join her this afternoon. You can watch our chat live at 2:45 PM ET: https://joe.link/2VRzEUZ https://twitter.com/mPinoe/status/1255656690969608193 …,this afternoon,TIME,68,82
1255927332768034819,I’ve been a big fan of Megan’s for years and can’t wait to join her this afternoon. You can watch our chat live at 2:45 PM ET: https://joe.link/2VRzEUZ https://twitter.com/mPinoe/status/1255656690969608193 …,2:45 PM,TIME,115,122
1255884615744516097,"As president, I promise you I'll honor all those we've lost from COVID-19.pic.twitter.com/9N00PTSNHw",COVID-19.pic.twitter.com/9N00PTSNHw,GPE,65,100
1255863198156304385,"The climate emergency isn't just a threat to our environment, it's a threat to our health, economy, and so much more. We have to get Donald Trump out of the White House and take action to combat it before it's too late.https://twitter.com/CNN/status/1255504553199443979 …",Donald Trump,PERSON,133,145
1255863198156304385,"The climate emergency isn't just a threat to our environment, it's a threat to our health, economy, and so much more. We have to get Donald Trump out of the White House and take action to combat it before it's too late.https://twitter.com/CNN/status/1255504553199443979 …",the White House,ORG,153,168
1255670706463006731,"In the middle of a global pandemic, the Trump Administration is still working to gut the Affordable Care Act and rip health care away from millions. It's morally reprehensible. They need to drop the lawsuit immediately.pic.twitter.com/yc6azeqLVs",the Trump Administration,ORG,36,60
1255670706463006731,"In the middle of a global pandemic, the Trump Administration is still working to gut the Affordable Care Act and rip health care away from millions. It's morally reprehensible. They need to drop the lawsuit immediately.pic.twitter.com/yc6azeqLVs",the Affordable Care Act,LAW,85,108
1255670706463006731,"In the middle of a global pandemic, the Trump Administration is still working to gut the Affordable Care Act and rip health care away from millions. It's morally reprehensible. They need to drop the lawsuit immediately.pic.twitter.com/yc6azeqLVs",millions,CARDINAL,139,147
1255659381565214723,"With rent due in a few days and folks across the country worried they won't be able to make their payments, it's clear more needs to be done to provide relief. We need to freeze rent immediately for people who have lost their jobs and place a temporary ban on evictions.",a few days,DATE,17,27
1255647805118377985,"The words of a president matter — and Donald Trump has used his to downplay COVID-19, pass blame onto others, and mislead the American people. I will do the opposite.pic.twitter.com/6ZViv3tdW7",Donald Trump,PERSON,38,50
1255647805118377985,"The words of a president matter — and Donald Trump has used his to downplay COVID-19, pass blame onto others, and mislead the American people. I will do the opposite.pic.twitter.com/6ZViv3tdW7",American,NORP,126,134
1255636983793082370,"The Trump Admin failed to provide enough testing, PPE, and safety enforcement. Workers have gotten sick, plants have closed, and the meat supply is at risk. It's past time workers have the protections they need to stay healthy and do their job safely.https://www.washingtonpost.com/business/2020/04/28/trump-meat-plants-dpa/ …",PPE,ORG,50,53
1255609049867051015,"'I wish he were president right now, but I can't wait until he is if all of us do our part to support the kind of person that we want back in the White House.' — @ HillaryClinton Join us: http://JoeBiden.com/Join pic.twitter.com/xyy85Q0R6e",the White House,FAC,142,157
1255581619160784897,Wear a mask in public. Read your daily briefings. Listen to the experts. This really isn't rocket science. It's common sense.,daily,DATE,33,38
1255528519670652928,"We owe a profound debt of gratitude to the health care workers on the front lines of this fight. I checked in with Monica, an ICU Nurse, to talk about how she's getting through this and to thank her for all she's doing:pic.twitter.com/PLuEZWO5aQ",Monica,PERSON,115,121
1255493286988406784,"I couldn't agree with @ HillaryClinton more. We need a president who will listen to the science, bring us together, and lead with compassion and heart. If I have the honor of being elected, that's the exact kind of president I will be.pic.twitter.com/g7z1C8SH7e",HillaryClinton,ORG,24,38
1255297119457607681,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal. Donald Trump needs to scale up testing, and he needs to do it immediately.",nearly 330 million,CARDINAL,10,28
1255297119457607681,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal. Donald Trump needs to scale up testing, and he needs to do it immediately.",the United States,GPE,39,56
1255297119457607681,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal. Donald Trump needs to scale up testing, and he needs to do it immediately.",the Trump White House,ORG,76,97
1255297119457607681,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal. Donald Trump needs to scale up testing, and he needs to do it immediately.",5.4 million,CARDINAL,120,131
1255297119457607681,"There are nearly 330 million people in the United States — and according to the Trump White House, we've only conducted 5.4 million COVID-19 tests. It's abysmal. Donald Trump needs to scale up testing, and he needs to do it immediately.",Donald Trump,PERSON,162,174
1255253079798222848,"The fact is there has been so much unnecessary death in this country. If we had listened to the experts and heeded their warnings, it could have been stopped short. But Donald Trump failed to act — and now the American people are paying the price.pic.twitter.com/oXeANYvD7T",Donald Trump,PERSON,169,181
1255253079798222848,"The fact is there has been so much unnecessary death in this country. If we had listened to the experts and heeded their warnings, it could have been stopped short. But Donald Trump failed to act — and now the American people are paying the price.pic.twitter.com/oXeANYvD7T",American,NORP,210,218
1255233827657654277,"I’ve known @ HillaryClinton for years, and know that her dedication and passion for bettering our country are second to none. I’m grateful for her endorsement and for her friendship — and look forward to working alongside her to get Donald Trump out of the White House.pic.twitter.com/rv3BuW2BUx",HillaryClinton,ORG,13,27
