reviewID,reviewerID,asin,reviewerName,reviewText,overall,summary,unixReviewTime
12250,A1UZQ092HVDPBD,B00H727TE4,"Cariola ""malfi""","These flavors sounded awesome, so I was eager to try the flavorings on lite butter popcorn.  Unfortunately, they fell short.  The flavor was not as intense as I expected, and most of it fell to the bottom of the bowl instead of sticking to the popcorn.  Worse yet, the most noticeable flavor was simply SALT.  I had hoped to get some awesome flavor without adding a lot of salt or fat, but, alas, that was not to be.  If you like very salty, heavily buttered popcorn, this might work for you, but it didn't for me.",2,Not Quite What I Expected,1400284800
36498,A3R1FNIEPDUT44,B0006FS4TI,"J. G. COX ""coxjg""","I ordered this because Martha Stewart spoke so highly of it.  I am reviewing it, not from its mineral component, but from it's application to my food.  My favorite, most practical form of natural salt is Pink Himalayan salt.  I think it is called a &#34;finishing salt.&#34;  The Maldon Flaked Sea Salt would be useful  applying it to the tops of homemade rolls before baking them.  It holds up as well as Kosher salt but is smaller, flatter size.  I like that about it. I don't anticipate ever running out of this 8.5 oz. purchase.Martha and I don't always agree, I guess.",4,"Nice, but not my favorite",1396483200
42246,AMSBP9TBDIMNW,B0000W0GQQ,scwheeler,"So good and the flavor explodes with vanilla. With the cost of foods exploding at the market and everywhere, this is one product that is a decent buy to have on your shelf. You will save some money. Love it.",5,Excellent!,1394409600
24802,A1P2XYD265YE21,B002HFRAF4,"Andrea ""Readaholic""","Unfortunately, I've been drinking coffee every since I was a baby, and I am now addicted to coffee to a certain point, but not too severely.  Sometimes I just have to have a coffee fix.Fortunately, I'm usually not too picky about the type or style of coffee I have for that fix.  Now sometimes I do have to have a cappucino, so I go to the natural store to get one (they are the only place I have found that will use coconut milk or almond milk, as I do not drink soy milk).When I am at home, sometimes I don't feel like making a whole pot, and one cup will be sufficient for me.  Therefore, these Tasters Choice Hazelnut Instant Coffee Sticks are very convenient (and tasty) for me.  I love the flavor of hazelnut.Not only do I drink these hazelnut instant coffees as just coffee drinks, but I also cook with them.  I also use them in my smoothies.  Coffee-flavored smoothies are wonderful, as I love the flavor of coffee.",5,Coffee,1333411200
19337,A2WZRBFLJESCSH,B002IEVJRY,Brian Lange.,"I'm not an avid coffee drinker, but do have the occasional Monster/Rockstar/Starbucks energy coffee type drink.  Pretty rarely, since those tend to screw with my stomach.  I assumed this would be the same sort of thing but I guess the first thing I noticed it is a much milder and smoother version of the aforementioned.  I drank it without feeling that ""energy drink jolt"" and now tend to think of this as more of an actual coffee drink as opposed to the deceiving ""energy drink"" type of can.I suppose I'd most compare it to the Starbucks Frappucino bottles you can purchase in drink aisles, but with more of a coffee flavor.  It's quite nice.  Personally, not the type of thing that I would buy on any sort of regular basis since I don't really drink coffee, but I do think it is a nice drink.  Definitely worth a try for the iced coffee crowd.",4,Nice Alternative.,1336089600
12285,A28EEXKP24GIL0,B002GWFAM8,clean car freak,"I have committed to buying from Coffe Bean Direct, and I like trying all the different kinds of beans.  This was a good quality but as I said I like a stronger coffee taste that this particular bean delivered.  But not a loss by any means, just looking forward to trying another bean from Coffee Bean Direct!",4,Good quality but I like stronger,1379462400
5538,A15KTFKH06JNT1,B004O626OO,Kindle Customer,It is one of the best non-espresso coffees they make.  My friends that do not like espresso appreciate this coffee.,5,On my top five list of CBTL coffees,1388361600
19440,AWCKYLK7KN2U3,B000HDJXLW,Laine H. Massey,Need no salt added tomatoes and don't like sugar in my tomtoes. This is hard to find in my local markets as most low salt items seem to have it replaced with sugar. This product fits my requirements..,5,Finally! No sugar added!,1359504000
28508,AJ8CBMFSPRKQU,B002MO765O,&#60;/&#62;&#60;,"I been wanting to quit using Aspertame so I started using Splenda and store brands of sucralose. They put about 85% FILLER in the bags (dextrose for one, which is sugar!). They do that so a cup of splenda will equal out to a cup of sugar, like BIG DEAL! I want to buy sucralose, not FILLER! Anyhow, I love powdered Drink mix, been using KOOL AID and Whylers UN-Sweetened where instead of adding sugar, I added Splenda. This 2.0 fl oz bottle came in from Amazon and I wanted to give it a try. It says on the bottle that 1 Teaspoon = 2 Cups of Sugar. I always make a Gallon of KoolAid, so that 2 cups equal is perfect! I made it as normal, put in the fridge, oh and I left one full glass of the Splenda version that was from the last pitcher I made. 3 Hours later I try the drink and it's not sweet at all. Very under sweetened. So I added 1 more teasoon to the gallon pitcher, tasted about the same as the splenda brand now. So it's really 2 Teasoons = 2 cups of sugar (or 1 teaspoon = 1 cup of sugar). It says this is = to a 10 LB Bag of sugar on the box the bottle comes in, so it's really half of that. Still, you get 11 cups worth of sugar from this bottle (going by the 5 LB Bag usage), it's still alot cheaper to buy this than the big bag of splenda, the price is about the same, give or take a few dollars for the spenda 9 oz bag, that you only get about 6 cups of sugar tops.I would deff buy this again and will when I run out. Just wish they made this into a larger bottle, I mean like a bottle of Ketchup size, sure it would cost $50, but I'd buy it. This won't last me a real long time and I have never seen this pure Sucralose in stores.I have also been using Stevia of lates, NOW Foods on Amazon sells a huge 1 LB jar of it for $45. Now thats my style.",4,Really equal to 5 LB bag of Sugar (not 10),1329350400
10811,A3H2UW6OLVEWXA,B003D4F18G,"Mona S ""Mona""","The predominant flavor in this chai spice flavor is CLOVES. I was hoping it would be more cinnamon-y or cardamom-y but alas, no. The black tea taste is behind the cloves...It's definitely there but not as strong as the clove taste. As a south Asian person, though, I would say that the taste is pretty authentic and similar to chai that Indians and Pakistanis actually drink. The drink is called &#34;masala chai&#34;...Actually it's always really irritating to hear people say &#34;chai tea&#34; because the word chai literally translates to tea! All tea is chai! Stop saying chai tea you sound like a pretentious moron! Anyway... Although I'm disappointed with the overwhelming clove flavor I think it's still pretty decent tasting! Also 100 teabags for 13 dollars is a great deal.",4,Very clove-y,1391040000
22169,A1MBXP3NZM2BUO,B002IYDXXC,nguyen tran,"The taste is really nice. This formula has all the necessary ingredients for your baby to grow up healthily. With this product, we don't have to worry about our baby being malnutrition anymore. The package is nice and light. A spoon is also included in the package so that it is very convenient to prepare the milk. Overall, this is a very nice product.",4,Very nice product,1387324800
10865,A383XURHVF8ON6,B0061IUIEI,Mrs. Kilo Delta,"I drink several cups of black tea every day, often Twinings or Stash English or Irish Breakfast tea, or Tazo's Awake, but sometimes I pick up other English Breakfast teas to try and enjoy.  But this Higgins & Burke... another reviewer said it had an almost soapy taste and I agree.  When I first opened the tea bags I noticed this floral/soapy scent and it ended up tasting this way too, even after adding milk and a little sugar.  It was hard for me to get past that floral taste, especially since it was followed a weird aftertaste, maybe bitter.  Regarding the aftertaste, perhaps the water I use is too hot for this tea or perhaps I brew it a few minutes too long, but I prefer my tea to not be so finicky if this is the case.  I'm not a connoisseur, I never use loose leaf tea, and I use regular tap water... I'm just an everyday tea drinker.  And I prefer that my English Breakfast tea not have floral/soapy notes to it.",3,Odd 'floral' taste?,1344988800
25035,A1D2JKAPBHN2L2,B00282UD0K,Valentine,I had someone recommend this brand of liquid stevia to me.  Amazing product.  I am dafinately going to be using this again.,5,loved this product,1362009600
17639,A3PX1R8FZOFOLO,B007Y59HVM,Robert Duplissey,"Nothing special, just coffee. With the name FOG CHASER, I expected a more crisp flavor, something that would stimulate the taste buds. Didn't happen.",2,Fog Chaser,1365638400
32394,AULDDIOHU5I60,B00BS453C2,Army mommy,"Delicious, handy, and nutritional. I love them, my kids love them....it makes me look like a good mom when I put this in their lunches for school. &#34;Fruit AND veggies?! She MUST be a good mom!!&#34; Yes I could make these in my own dehydrator.....but who has time for that?!",5,Sneaky delicious trickery for toddlers,1405123200
18675,A204QN2VRUQA9B,B000OMJWXU,Fred 123,"This is a nice honey but I have had better. It is a little too sugary and not that flavorful. I might buy it again if they cut the price in half, otherwise, there are several that exceed it (White Gold for one) and even cost less.",3,An Ok Honey,1290643200
17714,A2BD4PA680QAY1,B00BOT8IBE,Passau,"I am new to the paleo diet. One of the things I have been looking for is a decent gluten free cookie. A friend mentioned to me how much she enjoyed the Caveman cookies so I decided to try them. I was pleasantly surprised. I found them to be chewy and quite delicious, maybe not fresh out of the oven chocolate chip cookie delicious, but delicious for a pre packaged gluten free cookie with natural ingredients.The ingredients of the cookie are supposed to be things that a caveman could have foraged for:maple syrup, honey, almond meal, pecan meal, dried cranberries, pumpkin seeds, spices. And they are only 70 calories per cookie. So, since the calorie count is low, I don't feel guilty having one of these cookies after dinner. I have enjoyed a New World Caveman Cookie the last few nights following dinner and it is actually a pleasant treat that I look forward to each evening. If you are looking for a gluten free cookie, the New World Caveman Cookies are a tasty choice.",4,Pleasantly surprised,1367539200
26597,AXQIHSF9KK7CO,B000W283DC,Dody,Quaker Oats - 2/4.5 lb. bagsThis oatmeal is quick to cook!  And it will lower your cholesterol.,5,Quick oatmeal,1235433600
36894,ANWBTNWFJC4FF,B001N0TPVQ,"Jennifer Farley ""Love Commando""","Sambazon is the BROOKS BROTHERS of Acai product dealers, and now that Oprah et al have made Acai so famous, this is a really lovely non-alcoholic beverage to offer guests at a party. Yes I am going to take two to have a tasting at work tomorrow. No I probably would not splurge on this just for myself. But for a party, fantastic.",5,PERFECT Swanky Energy Drink for a Superbowl Party,1231718400
11019,A3GUOI8PXX3LO7,B005JXHLBY,theroseyposey,"Very small package....wouldn't order again, feel it's too expensive for what it is.  Would be good for someone who hikes as a backup.",4,Good taste,1391731200
20568,A1ZCSSCAGBCD49,B001LGGH54,"Joseph Spiegel ""Joe""","This flavor (Watermelon-Strawberry) of the Switch carbonated juice is pleasant, but has an ""interesting"" after taste.  It leaves a flat feeling in the mouth. I didn't feel refreshed, it was just sort of there. I didn't think, ""Oh wow this is great"", it's not.  Slightly tart but not to the point of pucker. It doesn't really taste like watermelon or strawberry. Given grape and apple juice come before the listed flavors that's not surprising. The color is a pale orangey-pink sort of like watermelon but not really.  Fair at best.",2,Shouldn't Watermelon or Strawberry be the first ingredients?,1236816000
13240,A26TUZBFZTA9LO,B009RS7VIK,E.H.,We did not like these at all. The chocolate was waxy and the espresso beans were not flavorful. I ended up tossing them. I have had other chocolate espresso bean brands and they were delicious. Try another brand.,1,Waxy,1399075200
31392,AOC0RR9I3YW39,B005CULITU,Daniel S.,NOT dark chocolate...just flavored that way. my boys like it and I want them to prefer dark chocolate over milk chocolate but dissapointed there isn't more real cacao in this.,2,not dark chocolate,1396310400
9160,AEFX323MJPPBQ,B001D0IZBM,"Delia DeChime ""needlework nut""",My husband is the one who drinks this coffee and hereally likes it best of all the brands he has tried,5,Great Coffee,1303084800
43034,A122DF26KV9V05,B009JZRM1M,Judith B.,I love that I can buy this almond butter without any cane sugar.It's delicious and smooth just the way it is without any additions.,5,Really Smooth,1379289600
37200,A3MDA891A1EPT8,B00B59QDEC,"Chris Winchester ""mikeystoyz""",It is pretty decent.  Pretty salty but cooks up well.  I used it in a spaghetti sauce as I had run out of fresh stuff.  It isnt something I would go out of my way to eat but in an emergency it will work in a pinch!,3,"Pretty ok stuff, not great but not horrible.",1386374400
33298,AGLKENC7EJDYW,B001E5E330,"4u2 ""FAB""",I really enjoy this Green Tea. Has great taste and not too strong. I see others have found this bitter but that is not what I find.  I love Green Tea more than any other tea but sometimes it is hard to find in the K-cups.  Have been using various green teas for years and I find this to be one of the best!  It is currently available on Subscribe & Save.,5,Great Tasting Tea,1330041600
30793,A2FFWYG9YYZFA5,B009WPKGQC,She,"I have not had hot sauce in a long time, and I really like the Gringo Bandito Hot Sauce!  It isn't burn-your-mouth hot, but it is very hot. It has multiple peppers, so it's no surprise that it has a strong flavor.  You can put it on chili, tacos, and whatever you want really.  The bottles are pretty small, but the serving size is one teaspoon, so it should last a fair amount of time. Also, there are no calories in it, so it is great for people watching their diets.  All in all, I'm happy with it.",5,Goldilocks would approve--not too hot or too mild.,1361836800
18547,A1I1YMVOQ2XWBB,B006HT4W4S,J. White,"Bought this for my husband.  Opened it, and it was such a strong cinnamon smell!  he liked it, and he's finicky about his teas.",4,very strong cinnamon smell,1401062400
26399,A2F93QMTF8CC50,B000FVMOW6,DenisBaldwin,"A friend turned me onto Sumac recently after I mentioned wanting to learn to cook traditionally arabic and middle eastern food. I was already familiar with coriander, cumin, garlic, etc. but had never known of sumac. After making some sauteed chicken using only this spice, I was pleased with it's smokey nature and decided to expand on the dish. There are lots of ways to use this spice, including mixing with rice and making &#34;fusion food&#34;. I even mix some into my black beans when making Mexican to give it a cross-culture kick.",4,A good spice for a more civilized age,1362614400
43579,A2RPGBNL8XKAZT,B0052589L0,"GMT ""GiaMarie""",This gum is addicting. I use it to help curb appetite and not crave foods. It does work for that. Flavor is short but would expect that with the sweet fruit flavor. Mint does last longer but does less to curb sugar cravings as well. It does have low calories and carbs so it is not 0 calories/carbs.,5,love this gum,1389312000
28984,A4T7EDYU2HOOO,B002GWH6NE,Truebie,"I can't describe what I don't like about it, but it's not that good.  The tea leaves look the same as other brands, but the taste is off.  I'm looking for a different brand.Update:  5/26/13  I've been drinking this tea for a couple of months now--because I'm too cheap to go buy new tea, and I have a big bag of this stuff.  I think it's the strength.  I've learned to brew it twice.  I cook it in my coffee pot, throw out the first pot then brew it again with the same tea.  If you like really strong tea, this works for you.  I won't say that I like it ""weak,"" just not THAT strong.",2,"Strong taste, not so good.",1365724800
41838,A3OXRFCJI67IMN,B004R8J8EK,Bold Consumer,"I've never used Shake N Bake before, but decided to try it. The results were good. I had a healthy meal in a very short amount of time with very minimal effort. It's fast. It's easy. Is it the best tasting chicken I've ever had? No, but it has the advantage of being convenient. If there were 5 stars for fast, easy, and convenient, I would have given it 5 stars.The most complicated thing was going to the store and buying the chicken. I walked in the door, washed off the chicken, put it in a bag with the Shake N Bake Chicken Pouch spices, shook it up a little, and baked it for about 20 minutes. Very easy and fast!It's a good option for anyone who wants a fast, easy way to cook chicken.",5,Very Simple and Fast Way To Make Chicken,1311724800
15566,AZ66W0PC0SRY1,B0034EDLS2,C. Cruz,These are among the best tasting fruit bars out there.  They are filling and heathy.  I love the apricot flavor it adds enough sweetness to this bar.,5,YUM,1378598400
35286,A22COLML3FG0F5,B000E1HUVC,"Amber Child ""eclectic  inclinations""","These are wonderful, fresh almond slices.  How often have you wanted or needed almond slices for a recipe and found you were out?  I love having these available all the time!  Great price too!",5,A must have!,1215475200
13203,A2VHQDJBZH0Y7P,B003GTR8IO,RedReplicant,"Brought this bag of coffee home for the holidays to share with my family.  My brother in law is the biggest coffee drinker and also particularly a fan of vanilla coffees; he enjoyed it but did not think it was outstanding in terms of the vanilla flavor.  As it was brewing, I have to confirm that there wasn't much vanilla to the scent either; it was definitely pleasant, however.  I don't know that I'd pay any more for this vanilla coffee than for a generic brand, and I might brew it a little stronger to increase the flavor.",5,A hit with the family,1293408000
29608,AXQIHSF9KK7CO,B000E123LE,Dody,"My spouse eats this with shrimp; I eat it with tofu.  We add sauteed onions, red and green peppers, and celery.  Bodacious!  It is ready in no time.  And is one of the lowest sodium versions of Annie Chun's kits.",5,Fast dinner,1203292800
23976,A29QCPFDSDNNKQ,B00295IGHS,Avert Inc,"Over the years having grown tired of the ""Store Brand"" of peanut butter. Getting three 40 ounce jars at this price is like saving a couple of bucks over the grocery store jars times three. Yum!",5,Great!,1326499200
49817,AXOO7BPM22BDO,B008YUL4CQ,"John Green ""Darkwriter""","Jasmine, Passionfruit with Citrus is a very interesting flavor combo.  The scent alone makes you eager to try it and it's pretty good, with that slight tang in the aroma and taste that comes from the citrus.  I'd suggest using honey over sugar or other artificial sweeteners, to not interfere with the taste.",4,Tangy Tea,1355961600
28124,A31N6KB160O508,B001E7650W,Fran W.,I received these recently without any problem at all with the shipping. All cookies arrived intact and the taste is excellent. They are soooooo goood!!! They can be addicting.,5,Excellent taste and shipping,1204502400
45488,AR7TAEEUDHMUB,B004PX6TOE,Kat Leon,"These are delicious but, honestly, not worth even a third the price.  I might pay $1 per bag at the most.  I'll stick with Terra chips from now on.  I'll give it 5 stars for taste.  Wish Amazon had a value rating...I'd rate these 1 out of 5.",5,"Very Good, But The Price!",1347580800
44924,A2XA8CW5DF4MNZ,B003XDH6M6,"Iron Man ""JON""","I always have a little licorice every now and then to tide me over that starting hunger just before a regular meal. Most often I would do this at work and it has benefited me in a way that I do not overeat during a regular meal. Since I lift weights and do cardio, my system of eating incorporates several small portion eatings to keep my metabolism running and in check. I found that eating licorice works wondersand I have shifted to eating organic and sugar free licorice to maximize the health potentials. When the Newman's Own Organics Pomegranate Licorice Twists came to Vine, I felt I go to have and I haven't regretted it. The pomegranate variety is among my favorites because of the health factors you get from the Pomegranate fruit. This variety though contains corn syrup so I advise you to eat this in moderation. As you very well know, corn syrup plays a huge factor in just about everything we eat nowadays and recent studies proved overabundance of this ingredient is not healthy. So moderation in eating this or any other licorice for that matter is highly recommended. Overall satisfied with the product.",4,Great licorice!,1313107200
13657,AXJGCAD36N915,B000X1Q1G8,Marilou Baughman,"I can't begin to tell you how awful this stuff is. If you're looking for a peanut-butter substitute, you will be sorely disappointed. I'd rather eat NOTHING than this.",1,It's HORRIBLE!,1268265600
16013,A1E6ILRSSEWU4C,B000LKTGMC,Steve Main,"I was looking for an organic vanilla wafer, both for munching and for making banana/cookie pudding. Although slightly smaller around and slightly thicker than the popular national brand, these are great for both purposes. Flavor is good and vanilla-y and the texture and moisture content are excellent.",5,Excellent.,1180137600
49093,A1VQ8LZIU7GSEE,B000EMK56I,Todd C. Young,Considering its just add water these muffin mixes are quite good. The cupcakes haven't held up quite as well they've been crumbling on me.,5,Good muffins...,1376006400
30881,A286A7A224F0JU,B00473TZY8,momof7,"This is a staple for me in gluten free baking.  I use it in a mix with garfava, brown rice, white rice and coconut flours.",5,great flour,1372723200
46684,A3HOUPESW59XLB,B000FDDFV8,Nancy,"I have only tried the Sesame Rye and love them with chicken salad, tuna salad, cheese.  They taste great with whatever I've topped them with.  This is the second time I've purchased these.",5,RYVITA WHOLE GRAIN RYE CRISPBREAD,1396828800
23236,A2ZBV3JLSMVIPZ,B003AYEHOI,Katwilm,I mix a tiny pinch of this into juice and drink it once or twice a week for it's medicinal effects.  It has a good flavor and works on stomach problems and helps lung congestion.,5,This is Good Stuff,1358899200
20262,ABWRP4D4EEN0R,B004391DK0,"Nonna ""nonna m.""",I love this this one it's most like the flour I used to use B4 the gluten intolerance. To me it even beats two top competitors.but it is more expensive because of it's size.,5,I love this this one it's most like the flour I ...,1404604800
32832,A3BNYC25EOEURJ,B00269XE0Q,Patricia Kadban,This chili powder gives lots of flavor.  Some that I've purchased require a ton to get the taste right.  This is a good quality spice and the price is good for the size.,5,Flavor,1391990400
7588,A1X2PNOPRYX4VV,B008EM0OJ8,garden girl,These apricots have a fruitier taste than some other brands and were plump and moist. I appreciate having no added sugar. It's just apricots (and the sulfites for keeping color). Thanks for a good product!,5,Very nice apricots - flavorful and moist.,1397692800
28530,A2BT968XSRPP0K,B002TY41QO,"CJB ""Cjb""","It's a nice product. The chocolate coating is pretty nice and generous enough, but the almonds inside are an issue.. some of them a little stale. But the price good, so for the few stale almonds it was worth it.",4,"Milk Chocolate Almonds, few were stale, but still worth 4 stars",1384992000
11889,A3VS2RYRGDW4HS,B005A1LINC,Shannan,"Like other Crystal Light beverages, this drink is good, especially if it is really cold.  I tried it with and without rum, and found both ways to be refreshing.  It has a light flavor and I didn't notice any aftertaste.  It has a minty taste, but don't expect it to taste like a real mojito.  I added a little pomegranate juice to one batch, along with rum and found it delightful.",4,"Tasty, Low Calorie Drink - Not a substitution for a real Mojito",1318464000
47925,A1CZLOI3W8E5JM,B002GWFA1Y,"D. Howell ""Reader X""","I expected somewhere in the middle, between, oh, say, Peet's-on-the-market-shelf, and LaVazza !Tierra!.  Much much closer to LaVazza - not terribly 'muddy' in flavor (not a lot of Ethiopian for added feel either).  There's a bit of caffeine in here, though, so there's probably a Robusta bean or two in this mix, but for flavor, it's really good.I took a flyer on 5lbs of it, but at the same price as Safeway's house brand, way better.  Makes me wish I had a better grinder, this coffee's got more potential than I'm getting from it right now, I think (using a Capresso Infiniti and 1980's-era Gaggia Coffee espresso machine).",5,Whoa.  Much better than expected,1323388800
29947,AVFJ327UXPXLF,B004BKHX1Y,"Jerry Helsing ""jlhelsing""","Most kids like sweets and mine are no different.  Being a parent, we want to have something healthy but dont want to prevent the kids from having sweets once in a while.  So, graham crackers, although are not healthy normally are something that I feel better about than candy.Now that brings us to this product.  I know its not the healthiest product on the planet, but it is better than regular graham crackers.  So, I can make sure that my kids are getting something they like and I feel core comfortable that it is something I like.They are not my favorite product, but I don't eat a lot of sweets anyway.",4,Kids love 'em,1302912000
25647,A2J4XMWKR8PPD0,B00014CZP8,Someone54,"Tea is always refreshing, but this is just helpful. Not only does it have a nutritious value, but it is easy to use. This also goes well withMenopause Support- 3 Bottles/ 1 Month Supply. All-Natural Herbal Remedy for the Relief of Hot Flashes and Other Menopause Symptomsas it helps to keep you relaxed. Well I can't think any other reason why you shouldn't at least try this tea.",5,Terrific,1361664000
20047,A33LH3ROCD8AY4,B002IEVJRY,"Eustacia Vye ""Read, Knit, Sew""","I am a big fan of coffee and coffee flavored drinks.  I was expecting this drink to taste like a cappuccino, however I found it to be closer to a mocha.  Unlike a cappuccino, this drink tasted very sweet.  The ""hints"" of chocolate are ore of a  pronounced flavoring.  I did enjoy this drink, it know that it is very sweet.",4,More like mocha than cappuccino.,1340841600
43832,A2IK6FJZPDAXW4,B004HK0QD0,"Henzo Broquee ""HB""","literally the best tasting chocolate milk I have ever had. cow, soy, almond, or otherwise. fancy local farm milk, fancy chocolate, or otherwise.there is really not much more to say than that.",5,"dark chocolate almond milk - amazingly delicious. mind-boggling, even.",1397001600
18130,A3CKPUKKUP4NSI,B000QU3JM0,John,Add a can of this and a can of coconut milk to some sauteed vegetables? Wonderful. I used the green curry paste to make an excellent thai style cauliflower curry. My wife and I both thought it was wonderful.,5,Excellent for a quick meal,1391904000
14353,A2WKYCCXDLG9O3,B000CQE3HS,Toscadiva,"My daughter's family, with a busy teenager, is always ""on the go"" and the energy from compact Slim Jims is very helpful for them. Along with cheese stics, individually wrapped, and wheat crackers and juice, they have several options for quick ""pick-me-ups"" on their way to rehearsals and classes.  Slim Jims provide the tasty flavors and chewy consistency that are very satisfying and the wrappers are easily disposable.  SUPER SNACK.",5,Handy protein snack,1294617600
8497,A32BX5L6PLL342,B002ATEZOG,Annette M. Hughart,"These are very portable for lunch, vacation, etc.  Just knead the package and open.  Tastes great.  Would definitely recommend.  I eat a paleo diet and anything that be convenient is awesome!",5,Great for Lunch,1358035200
8573,A154LF7THOX5E2,B005FUMNPU,Tee Q,"I actually love these a bit TOO much.  It's hard to find this flavor in stores in my area so finding them here is great!  I just have to watch myself or I end up eating 1/2 the bag.  Sweet, spicy and lots of crunch.  YUM.",5,LOVE LOVE LOVE,1356825600
24001,A11ZCZ874OORU0,B001E5E0HO,"EJ ""EJ""","Wow, and I actually thought I didn't like prunes! I bought these for a recipe in Paula Wolfert'sThe Food of Moroccowhich you cook the prunes in cinnamon and serve them (and their sauce) over chicken with toasted almonds.The recipe was stunning, but I also ate a few and I was amazed. I've had ordinary supermarket prunes before and was never tempted to eat just one. With these I had to restrain myself so I didn't eat too many of the prunes destined for the recipe.I did have a problem with spoilage in a similar product,Made In Nature Organic Apricots, Dried, Unsulfured, 6-Ounce Bags (Pack of 6), which I detailed in that review. The spoilage was obvious by looking at the package (it puffed up like a balloon) and smelling...so I didn't eat anything nasty. To me, an occasional spoiled packet is a fine price to pay for an all-natural preservative-free product; others may disagree which is why I note it here.",5,Best prunes I've ever had in my life,1366243200
12595,A2F28FHOJUWJT1,B004SK4JX2,"Robert Korczak ""BERT""","yum,everyone at work enjoyed these treats...always dependable and never goes to waste.Got them for a great price also.",5,chocoholics,1354838400
10767,A9Q5MGCDT8TTK,B001EO6654,Joshua J. Flores,"Not really as good as I thought it would be.  I was trying to replicate the taste of the new england blueberry, but this didn't come close.",2,Eh...,1365033600
33576,AENXDKTUB8AMJ,B00EDHW7F2,T. Langley,Not bad at all. Just be warned that it is pretty weak but my wife likes her java that way. Gave it 5 stars because of price.,5,Breakfast blend.,1390089600
2373,A2TO2BN3P4C00L,B001H3201Q,Music Fan Jeff,"I would not purchase this product since I find the flavor disappointing.  Though the product is supposedly caramel chocolate flavored, it really just tastes of cream/milkfat and sugar.  I like my chocolate to have at least some discernable chocolate flavor; it simply isn't worth the calories and fat to eat otherwise.  I noticed that the list of ingredients indicates that both the milk chocolate and the white chocolate in this product contain artificial flavors.  This product would probably be better if they figured out a way to use real ingredients that had flavor instead of paying chemists to try to create a false sense of flavor.",3,not much flavor beyond creaminess,1237852800
34892,APQZ8FFIWLNIF,B000W7PUMY,Edward,It is a good deal on coffee. The taste is awesome and the aroma is very good. Has that fresh ground coffee taste.,5,Maxwell house coffee,1382572800
17519,A2Y5PO9GTLYYZC,B002BCD2GO,Leyte L. Jefferson,"Agave nectar has a much lower glycemic index than sucrose, and is also much sweeter to the taste. Therefore, you wind up using less of it while also cranking your blood glucose levels less. Great all around. This variety in particular has a very honey-like flavor, though it tends to be milder than most honeys.It works well for your milder teas and coffees, and things like lemonade. You can also bake and make other confections with it, but I recommend that, while you're learning to make the changeover, you use a mixture of agave and sugar until you know how your usual cooking methods will stand up to the change. You *will* need to make various adjustments, just as you would if you were, say, moving to a different altitude.Also, you'll probably have better luck, flavor-wise, mixing this with raw/brown sugar than with white sugar.",5,Diabetics' Joy,1398816000
20359,A1E7BYP6JGDUHD,B000E48IO2,Anonymous,"I have just tried these bars and was reminded very much of the peanut butter Rice Krispy treats I make.  The big difference was that these sure are a lot healthier!  I found these to have the perfect balance of sweet and salt, great chewy texture -- not like those bars that you break your teeth on, they are so hard -- just the right size . . . all in all I would say I have found the perfect bar for me!",5,chewy peanutty deliciousness,1221091200
40869,AL6E6JE6SACRM,B002GWH4OK,"Sammy64 ""readyreader""","Great combination of coffee, chocolate and raspberry flavors.  Stays fresh in the bag for a long time.  A bit more astringent than I usually like, but still very good.",4,Great taste,1336867200
45742,A3F2926FPOBNL,B0051COPFI,Georgina L. Sparks,"Okay, I can admit this. I occasionally, feed my dogs baby food. It was a recommendation from the vet after one had a long bout of pancreatitis and had a hard  time digesting food. After the pancreatitis, I visited a vet about a special diet for my dogs and organic fruits, vegetables and baby food along with a special food came out of the decision.I love that this product is organic, BPA free, and has a mix of fruits and vegetables. Surprisingly, my dogs prefer vegetables to fruit [perhaps it is only surprising because I prefer fruit?] and this is a great balance between the two. This product has a great balance of sweetness and the dogs really enjoy this food.Usually I will give the dogs a fruit and vegetable mix during the late afternoon for a snack. But, when I am in a hurry, this is an easy alternative that I don't feel guilty about. I can also admit that I have taken this product along with me on a long  bike ride and easily enjoyed it while riding. It was easy to open and enjoy; best of all it was healthy!",5,Great product,1331596800
14065,A2BT968XSRPP0K,B000ET4SM8,"CJB ""Cjb""",The quality of these beans is OK. I mean it's not stale but it's not as fresh as some of the other ones I got from different sellers. I would buy them again because of the price but not if they're any drier. Good price for OK Bourbon Madagascar Vanilla beans,3,OK Vanilla Beans,1298937600
47843,A25RMP51FP664I,B007JFXWRC,B. Peters,"Very pleasant tea-drinking experience indeed from beginning to end.From the start, the tea bags are quite exotic and classy looking.The aroma of the tea as it steeps is ""berry"" mild, while the color is vibrant!The flavor of the tea is quite powerful even with very little sweetner added.  My husband Patrick & I enjoyed the experience immensely.One caution, since the color is so vibrant, be careful of staining opportunities.",5,"Rich Color, Robust Flavor",1348444800
36259,AX7AVRP3EKQDW,B000Q5X876,Becky in Boerne,"Just wish these didn't have so many calories, even if they do provide a serving of fruit!  Good ingredients, no added sugar and very portable.  Not cheap, but quality costs something.Introducing my 3 year old grand daughter to them this fall!",5,Yummy and wasted on a kid.,1382572800
